"states","years","quarter","pincodes","transaction_count","transaction_amount"
"Gujarat",2022,3,395006,"687","601557"
"Gujarat",2022,3,382415,"480","558917"
"Gujarat",2022,3,395003,"477","440524"
"Gujarat",2022,3,395007,"453","499763"
"Gujarat",2022,3,396191,"430","508247"
"Gujarat",2022,3,382350,"427","459141"
"Gujarat",2022,3,395002,"408","363643"
"Gujarat",2022,3,382481,"349","410861"
"Gujarat",2022,4,394210,"773","769818"
"Gujarat",2022,4,395010,"681","732250"
"Gujarat",2022,4,396191,"597","842130"
"Gujarat",2022,4,395006,"566","690879"
"Gujarat",2022,4,382415,"477","535626"
"Gujarat",2022,4,395003,"432","437321"
"Gujarat",2022,4,382350,"420","632516"
"Gujarat",2022,4,382481,"412","628046"
"Gujarat",2022,4,382330,"391","538358"
"Gujarat",2022,4,380058,"387","503890"
"Gujarat",2023,1,394210,"1001","1073416"
"Gujarat",2023,1,395010,"818","857535"
"Gujarat",2023,1,395006,"618","670206"
"Gujarat",2023,1,395007,"511","608545"
"Gujarat",2023,1,395003,"493","516547"
"Gujarat",2023,1,394221,"473","463064"
"Gujarat",2023,1,395002,"452","449111"
"Gujarat",2023,1,396191,"447","616275"
"Gujarat",2023,1,394230,"410","409772"
"Gujarat",2023,1,382345,"384","575965"
"Gujarat",2023,2,395010,"685","714994"
"Gujarat",2023,2,394210,"649","653790"
"Gujarat",2023,2,395006,"590","564875"
"Gujarat",2023,2,396191,"511","662391"
"Gujarat",2023,2,382350,"440","532958"
"Gujarat",2023,2,382415,"437","558684"
"Gujarat",2023,2,395003,"435","466395"
"Gujarat",2023,2,382481,"431","588420"
"Gujarat",2023,2,382330,"429","596709"
"Gujarat",2023,2,395007,"399","520101"
"Gujarat",2023,3,395006,"1451","1257464"
"Gujarat",2023,3,395010,"1354","1163669"
"Gujarat",2023,3,394210,"1247","1192187"
"Gujarat",2023,3,395003,"886","797374"
"Gujarat",2023,3,395004,"752","770323"
"Gujarat",2023,3,395002,"691","598001"
"Gujarat",2023,3,382350,"687","804798"
"Gujarat",2023,3,382415,"674","792375"
"Gujarat",2023,3,395007,"668","762069"
"Gujarat",2023,3,396191,"635","809380"
"Gujarat",2023,4,394210,"816","966984"
"Gujarat",2023,4,395010,"782","1044876"
"Gujarat",2023,4,396191,"710","1034784"
"Gujarat",2023,4,395006,"638","960206"
"Gujarat",2023,4,382481,"491","749838"
"Gujarat",2023,4,382415,"478","740155"
"Gujarat",2023,4,382350,"455","756630"
"Gujarat",2023,4,395007,"440","672598"
"Gujarat",2023,4,395003,"426","536867"
"Gujarat",2023,4,382330,"425","765464"
"Gujarat",2024,1,394210,"948","948851"
"Gujarat",2024,1,395010,"858","920109"
"Gujarat",2024,1,395006,"678","741317"
"Gujarat",2024,1,396191,"668","900153"
"Gujarat",2024,1,395003,"556","561440"
"Gujarat",2024,1,394230,"502","453830"
"Gujarat",2024,1,395007,"491","634417"
"Gujarat",2024,1,395002,"488","499075"
"Gujarat",2024,1,394221,"467","418678"
"Gujarat",2024,1,382415,"464","599601"
"Haryana",2020,2,122001,"575","93975"
"Haryana",2020,2,122006,"314","51995"
"Haryana",2020,2,132001,"253","42325"
"Haryana",2020,2,121004,"241","43674"
"Haryana",2020,2,122002,"224","35989"
"Haryana",2020,2,122003,"207","32786"
"Haryana",2020,2,121003,"205","36173"
"Haryana",2020,2,121001,"196","35036"
"Haryana",2020,2,123401,"155","30644"
"Haryana",2020,2,122017,"142","24199"
"Haryana",2020,3,122001,"361","74622"
"Haryana",2020,3,121003,"259","66186"
"Haryana",2020,3,121004,"219","56317"
"Haryana",2020,3,121001,"210","57050"
"Haryana",2020,3,122006,"199","47470"
"Haryana",2020,3,123401,"182","54342"
"Haryana",2020,3,122002,"176","33926"
"Haryana",2020,3,121102,"158","39499"
"Haryana",2020,3,122051,"148","31924"
"Haryana",2020,3,121002,"147","48557"
"Haryana",2020,4,122001,"460","270525"
"Haryana",2020,4,121003,"314","242149"
"Haryana",2020,4,121001,"275","203631"
"Haryana",2020,4,121004,"272","190752"
"Haryana",2020,4,123401,"252","193284"
"Haryana",2020,4,122006,"243","164637"
"Haryana",2020,4,121005,"206","143936"
"Haryana",2020,4,121102,"181","127019"
"Haryana",2020,4,122002,"169","119662"
"Haryana",2020,4,124507,"167","114610"
"Haryana",2021,1,122001,"604","349428"
"Haryana",2021,1,121004,"448","336339"
"Haryana",2021,1,121003,"445","305563"
"Haryana",2021,1,121001,"358","218872"
"Haryana",2021,1,123401,"316","198507"
"Haryana",2021,1,122006,"309","176327"
"Haryana",2021,1,122051,"273","137444"
"Haryana",2021,1,122002,"252","156010"
"Haryana",2021,1,121102,"250","136976"
"Haryana",2021,1,122004,"203","115760"
"Haryana",2021,2,122001,"566","394802"
"Haryana",2021,2,122006,"393","280696"
"Haryana",2021,2,123401,"387","310580"
"Haryana",2021,2,121004,"386","306663"
"Haryana",2021,2,121003,"351","286823"
"Haryana",2021,2,121001,"286","191084"
"Haryana",2021,2,131001,"254","244031"
"Haryana",2021,2,121005,"246","200416"
"Haryana",2021,2,122051,"240","149418"
"Haryana",2021,2,124001,"234","223885"
"Haryana",2021,3,122001,"866","704138"
"Haryana",2021,3,122006,"806","481888"
"Haryana",2021,3,121004,"483","372427"
"Haryana",2021,3,121003,"462","400611"
"Haryana",2021,3,123401,"438","414246"
"Haryana",2021,3,122002,"353","283482"
"Haryana",2021,3,121001,"306","230567"
"Haryana",2021,3,122004,"277","214822"
"Haryana",2021,3,124507,"258","278203"
"Haryana",2021,3,121102,"249","263515"
"Haryana",2021,4,122001,"1104","1111507"
"Haryana",2021,4,121003,"762","796816"
"Haryana",2021,4,121004,"726","818260"
"Haryana",2021,4,122006,"702","698248"
"Haryana",2021,4,121001,"589","641154"
"Haryana",2021,4,122002,"546","591127"
"Haryana",2021,4,123401,"525","775398"
"Haryana",2021,4,122003,"468","433551"
"Haryana",2021,4,124507,"434","654682"
"Haryana",2021,4,121005,"368","356517"
"Haryana",2022,1,122001,"1252","1456298"
"Haryana",2022,1,122006,"874","930112"
"Haryana",2022,1,121003,"832","923924"
"Haryana",2022,1,121004,"795","959640"
"Haryana",2022,1,123401,"602","850949"
"Haryana",2022,1,122002,"594","743202"
"Haryana",2022,1,121001,"589","685111"
"Haryana",2022,1,122003,"578","577598"
"Haryana",2022,1,124001,"511","669372"
"Haryana",2022,1,132001,"478","469015"
"Haryana",2022,2,122001,"1236","1366070"
"Haryana",2022,2,121004,"903","1132802"
"Haryana",2022,2,121003,"801","920669"
"Haryana",2022,2,122006,"800","833884"
"Haryana",2022,2,123401,"734","979383"
"Haryana",2022,2,121001,"592","694788"
"Haryana",2022,2,122002,"528","550754"
"Haryana",2022,2,124001,"494","651675"
"Haryana",2022,2,124507,"475","636675"
"Haryana",2022,2,122003,"460","542526"
"Haryana",2022,3,122001,"1932","1913882"
"Haryana",2022,3,121004,"1142","1320600"
"Haryana",2022,3,122006,"1053","1047031"
"Haryana",2022,3,121003,"932","996105"
"Haryana",2022,3,122002,"864","878354"
"Haryana",2022,3,121001,"842","887224"
"Haryana",2022,3,123401,"829","1001676"
"Haryana",2022,3,122003,"758","894200"
"Haryana",2022,3,124507,"748","1040956"
"Haryana",2022,3,124001,"669","912291"
"Haryana",2022,4,122001,"2037","2580157"
"Haryana",2022,4,122006,"1296","1631296"
"Haryana",2022,4,121004,"1268","1632199"
"Haryana",2022,4,121003,"1207","1379347"
"Haryana",2022,4,121001,"1163","1419330"
"Haryana",2022,4,122002,"1034","1234183"
"Haryana",2022,4,123401,"940","1389120"
"Haryana",2022,4,124507,"803","1207860"
"Haryana",2022,4,122003,"747","922953"
"Haryana",2022,4,124001,"732","1086393"
"Haryana",2023,1,122001,"2018","2513445"
"Haryana",2023,1,121004,"1293","1897743"
"Haryana",2023,1,122006,"1288","1701853"
"Haryana",2023,1,121003,"1137","1364454"
"Haryana",2023,1,121001,"1100","1416454"
"Haryana",2023,1,122002,"1041","1347681"
"Haryana",2023,1,123401,"930","1556937"
"Haryana",2023,1,122003,"772","1107966"
"Haryana",2023,1,124507,"691","1238613"
"Haryana",2023,1,121002,"673","1017959"
"Haryana",2023,2,122001,"2154","2955207"
"Haryana",2023,2,121004,"1256","1512572"
"Haryana",2023,2,122006,"1252","1621105"
"Haryana",2023,2,121003,"1129","1557262"
"Haryana",2023,2,122002,"1094","1508096"
"Haryana",2023,2,123401,"1089","1455605"
"Haryana",2023,2,121001,"1079","1348515"
"Haryana",2023,2,124507,"856","1203110"
"Haryana",2023,2,131001,"784","1231515"
"Haryana",2023,2,122003,"773","996969"
"Haryana",2023,3,122001,"2457","3051171"
"Haryana",2023,3,122006,"1481","1766489"
"Haryana",2023,3,121004,"1446","1763459"
"Haryana",2023,3,122002,"1296","1465998"
"Haryana",2023,3,121001,"1205","1381182"
"Haryana",2023,3,121003,"1169","1443368"
"Haryana",2023,3,123401,"1058","1533525"
"Haryana",2023,3,122003,"808","1023607"
"Haryana",2023,3,122017,"795","961221"
"Haryana",2023,3,121002,"787","1130945"
"Haryana",2023,4,122001,"2474","3601541"
"Haryana",2023,4,121004,"1608","2280862"
"Haryana",2023,4,122006,"1540","2280572"
"Haryana",2023,4,121003,"1511","2075904"
"Haryana",2023,4,121001,"1315","1743232"
"Haryana",2023,4,122002,"1222","1660548"
"Haryana",2023,4,123401,"1180","2185547"
"Haryana",2023,4,124507,"949","1709667"
"Haryana",2023,4,121102,"908","1654000"
"Haryana",2023,4,122003,"895","1330139"
"Haryana",2024,1,122001,"2542","3582671"
"Haryana",2024,1,121004,"1820","2595411"
"Haryana",2024,1,121003,"1600","2067243"
"Haryana",2024,1,122006,"1493","2163779"
"Haryana",2024,1,123401,"1447","2224599"
"Haryana",2024,1,122002,"1317","2052922"
"Haryana",2024,1,121001,"1212","1653002"
"Haryana",2024,1,124507,"1018","1611721"
"Haryana",2024,1,122003,"964","1434346"
"Haryana",2024,1,121102,"917","1696527"
"Himachal Pradesh",2020,2,175141,"63","7664"
"Himachal Pradesh",2020,2,173205,"53","10096"
"Himachal Pradesh",2020,2,175001,"34","5929"
"Himachal Pradesh",2020,2,171216,"22","3492"
"Himachal Pradesh",2020,2,174101,"16","3927"
"Himachal Pradesh",2020,2,173213,"9","1386"
"Himachal Pradesh",2020,2,173025,"8","1512"
"Himachal Pradesh",2020,2,171219,"8","1416"
"Himachal Pradesh",2020,2,176047,"7","1674"
"Himachal Pradesh",2020,2,177040,"6","1217"
"Himachal Pradesh",2020,3,173205,"55","13283"
"Himachal Pradesh",2020,3,174101,"21","8918"
"Himachal Pradesh",2020,3,173025,"17","5860"
"Himachal Pradesh",2020,3,173212,"13","2869"
"Himachal Pradesh",2020,3,173220,"12","3461"
"Himachal Pradesh",2020,3,171001,"11","2471"
"Himachal Pradesh",2020,3,175001,"10","3853"
"Himachal Pradesh",2020,3,175140,"9","1719"
"Himachal Pradesh",2020,3,176061,"9","2587"
"Himachal Pradesh",2020,3,171202,"8","4065"
"Himachal Pradesh",2020,4,173205,"79","40346"
"Himachal Pradesh",2020,4,174101,"40","22180"
"Himachal Pradesh",2020,4,173025,"18","10577"
"Himachal Pradesh",2020,4,176061,"17","23719"
"Himachal Pradesh",2020,4,173030,"14","11197"
"Himachal Pradesh",2020,4,171010,"9","4613"
"Himachal Pradesh",2020,4,171001,"8","11100"
"Himachal Pradesh",2020,4,174103,"8","6154"
"Himachal Pradesh",2020,4,174303,"7","4018"
"Himachal Pradesh",2020,4,172001,"7","11771"
"Himachal Pradesh",2021,1,173205,"127","52084"
"Himachal Pradesh",2021,1,174101,"44","18385"
"Himachal Pradesh",2021,1,173025,"30","23680"
"Himachal Pradesh",2021,1,176061,"29","14967"
"Himachal Pradesh",2021,1,171001,"20","30386"
"Himachal Pradesh",2021,1,173030,"19","10086"
"Himachal Pradesh",2021,1,177001,"19","26067"
"Himachal Pradesh",2021,1,175131,"17","10538"
"Himachal Pradesh",2021,1,174001,"16","14355"
"Himachal Pradesh",2021,1,173212,"15","20803"
"Himachal Pradesh",2021,2,173205,"118","81179"
"Himachal Pradesh",2021,2,174101,"56","40364"
"Himachal Pradesh",2021,2,173025,"33","39196"
"Himachal Pradesh",2021,2,173030,"22","17002"
"Himachal Pradesh",2021,2,176061,"21","17775"
"Himachal Pradesh",2021,2,173001,"20","23973"
"Himachal Pradesh",2021,2,176310,"16","15374"
"Himachal Pradesh",2021,2,173212,"16","14258"
"Himachal Pradesh",2021,2,177001,"13","15476"
"Himachal Pradesh",2021,2,174001,"13","5913"
"Himachal Pradesh",2021,3,173205,"163","139002"
"Himachal Pradesh",2021,3,175131,"122","70902"
"Himachal Pradesh",2021,3,174101,"96","97685"
"Himachal Pradesh",2021,3,173025,"59","56478"
"Himachal Pradesh",2021,3,176310,"37","43073"
"Himachal Pradesh",2021,3,174001,"30","21021"
"Himachal Pradesh",2021,3,176061,"27","48970"
"Himachal Pradesh",2021,3,173212,"26","21954"
"Himachal Pradesh",2021,3,174103,"25","35232"
"Himachal Pradesh",2021,3,177001,"25","36334"
"Himachal Pradesh",2021,4,173205,"222","214385"
"Himachal Pradesh",2021,4,174101,"112","148548"
"Himachal Pradesh",2021,4,173025,"73","131035"
"Himachal Pradesh",2021,4,173212,"41","61373"
"Himachal Pradesh",2021,4,177203,"39","26688"
"Himachal Pradesh",2021,4,177001,"36","59995"
"Himachal Pradesh",2021,4,176061,"36","54939"
"Himachal Pradesh",2021,4,176001,"34","56416"
"Himachal Pradesh",2021,4,173030,"34","43760"
"Himachal Pradesh",2021,4,173001,"30","55686"
"Himachal Pradesh",2022,1,173205,"237","291025"
"Himachal Pradesh",2022,1,173025,"105","187513"
"Himachal Pradesh",2022,1,174101,"101","177982"
"Himachal Pradesh",2022,1,177001,"49","76570"
"Himachal Pradesh",2022,1,176001,"42","75074"
"Himachal Pradesh",2022,1,176310,"41","70958"
"Himachal Pradesh",2022,1,173001,"41","91955"
"Himachal Pradesh",2022,1,173030,"40","60819"
"Himachal Pradesh",2022,1,176081,"36","42538"
"Himachal Pradesh",2022,1,176061,"36","80375"
"Himachal Pradesh",2022,2,173205,"230","305655"
"Himachal Pradesh",2022,2,174101,"137","217224"
"Himachal Pradesh",2022,2,173025,"93","120748"
"Himachal Pradesh",2022,2,176061,"58","89644"
"Himachal Pradesh",2022,2,176052,"54","70622"
"Himachal Pradesh",2022,2,175131,"50","92229"
"Himachal Pradesh",2022,2,174303,"40","100739"
"Himachal Pradesh",2022,2,177001,"35","62784"
"Himachal Pradesh",2022,2,176001,"35","62814"
"Himachal Pradesh",2022,2,173212,"33","47871"
"Himachal Pradesh",2022,3,173205,"371","404794"
"Himachal Pradesh",2022,3,173025,"147","216148"
"Himachal Pradesh",2022,3,174101,"135","228621"
"Himachal Pradesh",2022,3,173212,"58","102411"
"Himachal Pradesh",2022,3,176052,"56","51813"
"Himachal Pradesh",2022,3,176061,"55","77694"
"Himachal Pradesh",2022,3,173001,"54","90504"
"Himachal Pradesh",2022,3,176001,"54","85828"
"Himachal Pradesh",2022,3,177001,"49","77465"
"Himachal Pradesh",2022,3,173220,"48","57904"
"Himachal Pradesh",2022,4,173205,"455","632101"
"Himachal Pradesh",2022,4,173025,"199","285596"
"Himachal Pradesh",2022,4,174101,"171","274009"
"Himachal Pradesh",2022,4,174303,"74","139142"
"Himachal Pradesh",2022,4,175131,"69","108668"
"Himachal Pradesh",2022,4,173220,"67","128773"
"Himachal Pradesh",2022,4,173212,"67","117038"
"Himachal Pradesh",2022,4,176001,"65","113046"
"Himachal Pradesh",2022,4,176061,"65","146613"
"Himachal Pradesh",2022,4,173001,"61","101537"
"Himachal Pradesh",2023,1,173205,"325","424721"
"Himachal Pradesh",2023,1,174101,"169","277596"
"Himachal Pradesh",2023,1,173025,"158","240310"
"Himachal Pradesh",2023,1,177001,"72","140517"
"Himachal Pradesh",2023,1,176310,"67","94405"
"Himachal Pradesh",2023,1,176061,"62","102293"
"Himachal Pradesh",2023,1,176052,"58","72699"
"Himachal Pradesh",2023,1,176001,"57","115725"
"Himachal Pradesh",2023,1,175131,"54","81046"
"Himachal Pradesh",2023,1,171003,"54","110266"
"Himachal Pradesh",2023,2,173205,"389","467736"
"Himachal Pradesh",2023,2,174101,"195","311213"
"Himachal Pradesh",2023,2,173025,"124","201405"
"Himachal Pradesh",2023,2,176061,"98","143366"
"Himachal Pradesh",2023,2,175131,"81","183015"
"Himachal Pradesh",2023,2,177001,"76","114995"
"Himachal Pradesh",2023,2,176001,"58","89110"
"Himachal Pradesh",2023,2,176310,"57","90289"
"Himachal Pradesh",2023,2,174303,"56","112588"
"Himachal Pradesh",2023,2,173220,"56","129033"
"Himachal Pradesh",2023,3,173205,"349","392065"
"Himachal Pradesh",2023,3,174101,"190","327318"
"Himachal Pradesh",2023,3,173025,"144","244495"
"Himachal Pradesh",2023,3,173030,"70","115095"
"Himachal Pradesh",2023,3,174303,"65","122841"
"Himachal Pradesh",2023,3,176001,"60","126355"
"Himachal Pradesh",2023,3,176061,"59","108064"
"Himachal Pradesh",2023,3,177001,"59","94465"
"Himachal Pradesh",2023,3,173001,"55","86597"
"Himachal Pradesh",2023,3,173212,"55","139527"
"Himachal Pradesh",2023,4,173205,"495","842873"
"Himachal Pradesh",2023,4,174101,"199","369205"
"Himachal Pradesh",2023,4,173025,"192","294929"
"Himachal Pradesh",2023,4,176061,"94","195179"
"Himachal Pradesh",2023,4,176052,"90","162869"
"Himachal Pradesh",2023,4,176001,"89","198405"
"Himachal Pradesh",2023,4,174303,"89","204247"
"Himachal Pradesh",2023,4,173001,"83","251136"
"Himachal Pradesh",2023,4,177001,"79","167632"
"Himachal Pradesh",2023,4,176310,"75","108324"
"Himachal Pradesh",2024,1,173205,"475","648229"
"Himachal Pradesh",2024,1,174101,"241","405555"
"Himachal Pradesh",2024,1,173025,"234","404598"
"Himachal Pradesh",2024,1,176061,"114","211009"
"Himachal Pradesh",2024,1,176001,"90","153019"
"Himachal Pradesh",2024,1,176310,"85","119192"
"Himachal Pradesh",2024,1,173212,"72","150527"
"Himachal Pradesh",2024,1,173030,"72","97387"
"Himachal Pradesh",2024,1,175131,"72","143700"
"Himachal Pradesh",2024,1,174303,"71","155628"
"Jammu & Kashmir",2020,2,182101,"12","2961"
"Jammu & Kashmir",2020,2,180011,"11","2936"
"Jammu & Kashmir",2020,2,193222,"10","1387"
"Jammu & Kashmir",2020,2,180001,"10","1519"
"Jammu & Kashmir",2020,2,181133,"8","1496"
"Jammu & Kashmir",2020,2,180003,"7","1987"
"Jammu & Kashmir",2020,2,182312,"7","1356"
"Jammu & Kashmir",2020,2,180010,"5","1037"
"Jammu & Kashmir",2020,2,181101,"5","975"
"Jammu & Kashmir",2020,2,180015,"5","986"
"Jammu & Kashmir",2020,3,180005,"24","11779"
"Jammu & Kashmir",2020,3,180001,"18","6494"
"Jammu & Kashmir",2020,3,180012,"14","4315"
"Jammu & Kashmir",2020,3,190001,"13","3652"
"Jammu & Kashmir",2020,3,181133,"13","2699"
"Jammu & Kashmir",2020,3,180020,"13","3941"
"Jammu & Kashmir",2020,3,181205,"11","4384"
"Jammu & Kashmir",2020,3,182101,"10","1109"
"Jammu & Kashmir",2020,3,180003,"9","1970"
"Jammu & Kashmir",2020,3,180002,"9","2873"
"Jammu & Kashmir",2020,4,180011,"20","8723"
"Jammu & Kashmir",2020,4,182101,"20","12843"
"Jammu & Kashmir",2020,4,181201,"19","19531"
"Jammu & Kashmir",2020,4,185203,"17","15613"
"Jammu & Kashmir",2020,4,180020,"16","18924"
"Jammu & Kashmir",2020,4,184121,"15","11521"
"Jammu & Kashmir",2020,4,181133,"14","16253"
"Jammu & Kashmir",2020,4,185101,"13","14389"
"Jammu & Kashmir",2020,4,181101,"13","6346"
"Jammu & Kashmir",2020,4,184120,"13","11974"
"Jammu & Kashmir",2021,1,193504,"115","165665"
"Jammu & Kashmir",2021,1,193502,"37","83621"
"Jammu & Kashmir",2021,1,191131,"34","58884"
"Jammu & Kashmir",2021,1,182101,"33","42354"
"Jammu & Kashmir",2021,1,180001,"29","23792"
"Jammu & Kashmir",2021,1,180012,"28","29620"
"Jammu & Kashmir",2021,1,180003,"25","30808"
"Jammu & Kashmir",2021,1,181133,"23","25946"
"Jammu & Kashmir",2021,1,180004,"23","12241"
"Jammu & Kashmir",2021,1,181221,"21","21608"
"Jammu & Kashmir",2021,2,193504,"71","43177"
"Jammu & Kashmir",2021,2,191131,"58","31278"
"Jammu & Kashmir",2021,2,182101,"48","70574"
"Jammu & Kashmir",2021,2,180005,"36","56346"
"Jammu & Kashmir",2021,2,180003,"35","60156"
"Jammu & Kashmir",2021,2,180001,"32","34001"
"Jammu & Kashmir",2021,2,180020,"24","25257"
"Jammu & Kashmir",2021,2,181133,"24","32605"
"Jammu & Kashmir",2021,2,193502,"24","43759"
"Jammu & Kashmir",2021,2,184121,"20","37833"
"Jammu & Kashmir",2021,3,192123,"76","34214"
"Jammu & Kashmir",2021,3,182101,"53","97719"
"Jammu & Kashmir",2021,3,181133,"52","79663"
"Jammu & Kashmir",2021,3,192303,"46","34809"
"Jammu & Kashmir",2021,3,180001,"44","48440"
"Jammu & Kashmir",2021,3,180005,"40","26879"
"Jammu & Kashmir",2021,3,191111,"33","40738"
"Jammu & Kashmir",2021,3,180020,"32","39153"
"Jammu & Kashmir",2021,3,180004,"32","30852"
"Jammu & Kashmir",2021,3,180011,"30","54268"
"Jammu & Kashmir",2021,4,191111,"515","260569"
"Jammu & Kashmir",2021,4,192303,"129","111958"
"Jammu & Kashmir",2021,4,180001,"83","105956"
"Jammu & Kashmir",2021,4,180004,"67","94175"
"Jammu & Kashmir",2021,4,192301,"64","90056"
"Jammu & Kashmir",2021,4,182101,"62","99166"
"Jammu & Kashmir",2021,4,180003,"55","79083"
"Jammu & Kashmir",2021,4,181133,"51","90794"
"Jammu & Kashmir",2021,4,180012,"50","55803"
"Jammu & Kashmir",2021,4,180020,"49","59940"
"Jammu & Kashmir",2022,1,192301,"136","178613"
"Jammu & Kashmir",2022,1,192401,"136","106910"
"Jammu & Kashmir",2022,1,191111,"104","90409"
"Jammu & Kashmir",2022,1,180001,"92","139731"
"Jammu & Kashmir",2022,1,193201,"91","133892"
"Jammu & Kashmir",2022,1,182101,"84","148660"
"Jammu & Kashmir",2022,1,192303,"75","83682"
"Jammu & Kashmir",2022,1,190012,"74","73915"
"Jammu & Kashmir",2022,1,192101,"73","89520"
"Jammu & Kashmir",2022,1,180012,"68","139158"
"Jammu & Kashmir",2022,2,180001,"113","152646"
"Jammu & Kashmir",2022,2,182101,"112","153014"
"Jammu & Kashmir",2022,2,192301,"106","165963"
"Jammu & Kashmir",2022,2,180020,"94","119195"
"Jammu & Kashmir",2022,2,191111,"91","132142"
"Jammu & Kashmir",2022,2,180003,"85","105527"
"Jammu & Kashmir",2022,2,193201,"82","128729"
"Jammu & Kashmir",2022,2,193222,"81","103432"
"Jammu & Kashmir",2022,2,180005,"78","99582"
"Jammu & Kashmir",2022,2,181133,"77","98439"
"Jammu & Kashmir",2022,3,182101,"159","194704"
"Jammu & Kashmir",2022,3,180003,"132","159457"
"Jammu & Kashmir",2022,3,180001,"131","170257"
"Jammu & Kashmir",2022,3,180020,"112","143313"
"Jammu & Kashmir",2022,3,181133,"111","144728"
"Jammu & Kashmir",2022,3,180012,"107","111661"
"Jammu & Kashmir",2022,3,180004,"91","124130"
"Jammu & Kashmir",2022,3,180005,"89","108359"
"Jammu & Kashmir",2022,3,190001,"86","129404"
"Jammu & Kashmir",2022,3,180002,"82","117401"
"Jammu & Kashmir",2022,4,182101,"190","380455"
"Jammu & Kashmir",2022,4,180001,"132","205211"
"Jammu & Kashmir",2022,4,180003,"116","191662"
"Jammu & Kashmir",2022,4,180020,"114","167603"
"Jammu & Kashmir",2022,4,180005,"112","148622"
"Jammu & Kashmir",2022,4,184121,"109","204499"
"Jammu & Kashmir",2022,4,181133,"106","170134"
"Jammu & Kashmir",2022,4,190001,"105","159646"
"Jammu & Kashmir",2022,4,180004,"100","147170"
"Jammu & Kashmir",2022,4,180012,"97","160047"
"Jammu & Kashmir",2023,1,180001,"127","176240"
"Jammu & Kashmir",2023,1,182101,"120","248261"
"Jammu & Kashmir",2023,1,180020,"115","212550"
"Jammu & Kashmir",2023,1,180004,"105","145700"
"Jammu & Kashmir",2023,1,180003,"104","148559"
"Jammu & Kashmir",2023,1,180012,"100","176781"
"Jammu & Kashmir",2023,1,181221,"82","152966"
"Jammu & Kashmir",2023,1,181133,"78","153260"
"Jammu & Kashmir",2023,1,180005,"73","132226"
"Jammu & Kashmir",2023,1,190001,"72","128201"
"Jammu & Kashmir",2023,2,182101,"161","317428"
"Jammu & Kashmir",2023,2,180001,"148","272303"
"Jammu & Kashmir",2023,2,190001,"126","234340"
"Jammu & Kashmir",2023,2,181133,"124","167980"
"Jammu & Kashmir",2023,2,180005,"118","182866"
"Jammu & Kashmir",2023,2,180003,"103","170832"
"Jammu & Kashmir",2023,2,180020,"99","147123"
"Jammu & Kashmir",2023,2,180012,"91","117997"
"Jammu & Kashmir",2023,2,180002,"80","139952"
"Jammu & Kashmir",2023,2,190011,"79","152324"
"Jammu & Kashmir",2023,3,182101,"195","277567"
"Jammu & Kashmir",2023,3,180005,"127","136599"
"Jammu & Kashmir",2023,3,180020,"121","137497"
"Jammu & Kashmir",2023,3,180001,"121","164546"
"Jammu & Kashmir",2023,3,190001,"107","216652"
"Jammu & Kashmir",2023,3,181133,"104","156733"
"Jammu & Kashmir",2023,3,180003,"104","195293"
"Jammu & Kashmir",2023,3,180004,"97","139551"
"Jammu & Kashmir",2023,3,180011,"92","155255"
"Jammu & Kashmir",2023,3,190007,"91","170104"
"Jammu & Kashmir",2023,4,182101,"252","474854"
"Jammu & Kashmir",2023,4,180001,"157","255473"
"Jammu & Kashmir",2023,4,180012,"142","227940"
"Jammu & Kashmir",2023,4,180005,"135","225359"
"Jammu & Kashmir",2023,4,190001,"116","245611"
"Jammu & Kashmir",2023,4,180003,"115","242766"
"Jammu & Kashmir",2023,4,180011,"113","272162"
"Jammu & Kashmir",2023,4,181201,"113","217790"
"Jammu & Kashmir",2023,4,181133,"112","258272"
"Jammu & Kashmir",2023,4,180020,"109","184216"
"Jammu & Kashmir",2024,1,182101,"233","414876"
"Jammu & Kashmir",2024,1,180001,"139","249532"
"Jammu & Kashmir",2024,1,180003,"134","205936"
"Jammu & Kashmir",2024,1,181133,"133","244283"
"Jammu & Kashmir",2024,1,180020,"132","192551"
"Jammu & Kashmir",2024,1,190001,"129","197961"
"Jammu & Kashmir",2024,1,180011,"128","207550"
"Jammu & Kashmir",2024,1,180012,"124","204256"
"Jammu & Kashmir",2024,1,184121,"112","243709"
"Jammu & Kashmir",2024,1,182204,"112","231641"
"Jharkhand",2020,2,826124,"307","51877"
"Jharkhand",2020,2,828122,"171","30316"
"Jharkhand",2020,2,834001,"115","19706"
"Jharkhand",2020,2,834002,"50","8237"
"Jharkhand",2020,2,827013,"39","7822"
"Jharkhand",2020,2,831001,"37","7434"
"Jharkhand",2020,2,828107,"36","6726"
"Jharkhand",2020,2,834005,"35","6027"
"Jharkhand",2020,2,826001,"34","7265"
"Jharkhand",2020,2,831013,"32","5775"
"Jharkhand",2020,3,826124,"378","89931"
"Jharkhand",2020,3,828122,"282","66524"
"Jharkhand",2020,3,834001,"220","55456"
"Jharkhand",2020,3,826001,"191","48500"
"Jharkhand",2020,3,834002,"138","32254"
"Jharkhand",2020,3,834009,"112","32455"
"Jharkhand",2020,3,834005,"94","20849"
"Jharkhand",2020,3,834008,"90","22174"
"Jharkhand",2020,3,831001,"89","20924"
"Jharkhand",2020,3,832108,"73","15996"
"Jharkhand",2020,4,834001,"176","143529"
"Jharkhand",2020,4,826001,"77","42393"
